match_id,season,team,batsman,batting_hand,runs,balls,fours,sixes,strike_rate,dismissed
155,2010,Delhi Capitals,Rishabh Pant,LHB,33,33,5,1,100.0,True
156,2010,Mumbai Indians,Rohit Sharma,RHB,47,47,4,5,100.0,True
156,2010,Mumbai Indians,Hardik Pandya,RHB,43,43,3,4,100.0,False
156,2010,Mumbai Indians,Ishan Kishan,LHB,28,28,3,0,100.0,True
156,2010,Mumbai Indians,Quinton de Kock,LHB,22,22,2,0,100.0,False
156,2010,Royal Challengers Bangalore,Virat Kohli,RHB,41,41,5,4,100.0,True
156,2010,Royal Challengers Bangalore,AB de Villiers,RHB,28,28,3,2,100.0,True
156,2010,Royal Challengers Bangalore,Faf du Plessis,RHB,29,29,4,1,100.0,True
157,2010,Royal Challengers Bangalore,Virat Kohli,RHB,36,36,5,2,100.0,False
157,2010,Royal Challengers Bangalore,AB de Villiers,RHB,45,45,4,2,100.0,True
157,2010,Royal Challengers Bangalore,Faf du Plessis,RHB,25,25,3,2,100.0,True
157,2010,Sunrisers Hyderabad,David Warner,LHB,64,60,6,1,106.67,True
158,2010,Chennai Super Kings,MS Dhoni,RHB,63,60,8,6,105.0,True
158,2010,Chennai Super Kings,Suresh Raina,LHB,47,47,4,4,100.0,True
158,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,41,41,5,2,100.0,True
158,2010,Rajasthan Royals,Jos Buttler,RHB,58,58,8,2,100.0,True
158,2010,Rajasthan Royals,Sanju Samson,RHB,40,40,4,2,100.0,False
159,2010,Mumbai Indians,Rohit Sharma,RHB,62,60,5,5,103.33,True
159,2010,Mumbai Indians,Hardik Pandya,RHB,39,39,3,3,100.0,True
159,2010,Mumbai Indians,Ishan Kishan,LHB,27,27,4,2,100.0,True
159,2010,Mumbai Indians,Quinton de Kock,LHB,24,24,2,1,100.0,True
159,2010,Delhi Capitals,Shikhar Dhawan,LHB,56,56,6,3,100.0,True
159,2010,Delhi Capitals,Rishabh Pant,LHB,35,35,6,1,100.0,True
160,2010,Sunrisers Hyderabad,David Warner,LHB,59,59,8,6,100.0,True
160,2010,Mumbai Indians,Rohit Sharma,RHB,35,35,4,4,100.0,True
160,2010,Mumbai Indians,Hardik Pandya,RHB,38,38,3,1,100.0,True
160,2010,Mumbai Indians,Ishan Kishan,LHB,21,21,1,1,100.0,True
160,2010,Mumbai Indians,Quinton de Kock,LHB,22,22,2,1,100.0,False
161,2010,Kolkata Knight Riders,Andre Russell,RHB,38,38,3,4,100.0,True
161,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,44,44,6,3,100.0,True
161,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,33,33,4,1,100.0,True
161,2010,Punjab Kings,KL Rahul,RHB,35,35,5,2,100.0,True
161,2010,Punjab Kings,Chris Gayle,RHB,45,45,4,4,100.0,True
162,2010,Chennai Super Kings,MS Dhoni,RHB,47,47,8,4,100.0,False
162,2010,Chennai Super Kings,Suresh Raina,LHB,28,28,2,2,100.0,False
162,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,34,34,4,2,100.0,True
162,2010,Mumbai Indians,Rohit Sharma,RHB,54,54,8,6,100.0,True
162,2010,Mumbai Indians,Hardik Pandya,RHB,56,56,9,5,100.0,True
162,2010,Mumbai Indians,Ishan Kishan,LHB,31,31,3,3,100.0,True
162,2010,Mumbai Indians,Quinton de Kock,LHB,26,26,2,2,100.0,True
163,2010,Punjab Kings,KL Rahul,RHB,29,29,4,1,100.0,True
163,2010,Punjab Kings,Chris Gayle,RHB,39,39,5,2,100.0,True
163,2010,Sunrisers Hyderabad,David Warner,LHB,40,40,3,4,100.0,True
164,2010,Chennai Super Kings,MS Dhoni,RHB,45,45,8,1,100.0,False
164,2010,Chennai Super Kings,Suresh Raina,LHB,35,35,6,3,100.0,True
164,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,33,33,3,3,100.0,True
164,2010,Royal Challengers Bangalore,Virat Kohli,RHB,63,60,6,1,105.0,False
164,2010,Royal Challengers Bangalore,AB de Villiers,RHB,33,33,3,0,100.0,True
164,2010,Royal Challengers Bangalore,Faf du Plessis,RHB,29,29,4,1,100.0,False
165,2010,Kolkata Knight Riders,Andre Russell,RHB,40,40,6,1,100.0,True
165,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,29,29,2,2,100.0,True
165,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,40,40,6,2,100.0,True
165,2010,Punjab Kings,KL Rahul,RHB,55,55,5,3,100.0,True
165,2010,Punjab Kings,Chris Gayle,RHB,41,41,4,3,100.0,True
166,2010,Delhi Capitals,Shikhar Dhawan,LHB,60,60,9,3,100.0,True
166,2010,Delhi Capitals,Rishabh Pant,LHB,43,43,7,2,100.0,True
166,2010,Royal Challengers Bangalore,Virat Kohli,RHB,43,43,5,1,100.0,False
166,2010,Royal Challengers Bangalore,AB de Villiers,RHB,24,24,4,1,100.0,True
166,2010,Royal Challengers Bangalore,Faf du Plessis,RHB,21,21,2,1,100.0,False
167,2010,Royal Challengers Bangalore,Virat Kohli,RHB,37,37,6,3,100.0,True
167,2010,Royal Challengers Bangalore,AB de Villiers,RHB,35,35,3,0,100.0,True
167,2010,Royal Challengers Bangalore,Faf du Plessis,RHB,21,21,2,1,100.0,True
167,2010,Kolkata Knight Riders,Andre Russell,RHB,29,29,4,1,100.0,True
167,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,37,37,5,2,100.0,True
167,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,3,2,100.0,False
168,2010,Mumbai Indians,Rohit Sharma,RHB,49,49,8,4,100.0,True
168,2010,Mumbai Indians,Hardik Pandya,RHB,39,39,3,3,100.0,True
168,2010,Mumbai Indians,Ishan Kishan,LHB,30,30,3,2,100.0,True
168,2010,Mumbai Indians,Quinton de Kock,LHB,23,23,3,1,100.0,True
168,2010,Kolkata Knight Riders,Andre Russell,RHB,50,50,6,1,100.0,False
168,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,34,34,5,1,100.0,True
168,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,36,36,5,2,100.0,True
169,2010,Chennai Super Kings,MS Dhoni,RHB,33,33,2,2,100.0,True
169,2010,Chennai Super Kings,Suresh Raina,LHB,32,32,3,1,100.0,False
169,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,25,25,3,1,100.0,False
169,2010,Kolkata Knight Riders,Andre Russell,RHB,44,44,7,3,100.0,True
169,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,29,29,2,3,100.0,True
169,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,2,2,100.0,True
170,2010,Chennai Super Kings,MS Dhoni,RHB,57,57,8,6,100.0,True
170,2010,Chennai Super Kings,Suresh Raina,LHB,28,28,2,3,100.0,True
170,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,29,29,4,1,100.0,True
170,2010,Kolkata Knight Riders,Andre Russell,RHB,35,35,4,1,100.0,True
170,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,23,23,4,1,100.0,False
170,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,24,24,3,2,100.0,True
171,2010,Delhi Capitals,Shikhar Dhawan,LHB,33,33,5,2,100.0,True
171,2010,Delhi Capitals,Rishabh Pant,LHB,24,24,2,1,100.0,True
171,2010,Sunrisers Hyderabad,David Warner,LHB,54,54,6,6,100.0,True
172,2010,Chennai Super Kings,MS Dhoni,RHB,45,45,5,4,100.0,True
172,2010,Chennai Super Kings,Suresh Raina,LHB,47,47,8,4,100.0,False
172,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,36,36,5,3,100.0,True
172,2010,Delhi Capitals,Shikhar Dhawan,LHB,37,37,3,1,100.0,True
172,2010,Delhi Capitals,Rishabh Pant,LHB,34,34,4,0,100.0,True
173,2010,Delhi Capitals,Shikhar Dhawan,LHB,56,56,5,1,100.0,False
173,2010,Delhi Capitals,Rishabh Pant,LHB,36,36,5,3,100.0,True
173,2010,Chennai Super Kings,MS Dhoni,RHB,33,33,4,2,100.0,True
173,2010,Chennai Super Kings,Suresh Raina,LHB,27,27,3,2,100.0,True
173,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,29,29,4,1,100.0,False
174,2010,Punjab Kings,KL Rahul,RHB,48,48,4,5,100.0,True
174,2010,Punjab Kings,Chris Gayle,RHB,31,31,4,1,100.0,True
174,2010,Kolkata Knight Riders,Andre Russell,RHB,44,44,7,3,100.0,True
174,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,28,28,2,2,100.0,True
174,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,24,24,2,2,100.0,True
175,2010,Punjab Kings,KL Rahul,RHB,52,52,4,2,100.0,False
175,2010,Punjab Kings,Chris Gayle,RHB,41,41,6,1,100.0,True
175,2010,Kolkata Knight Riders,Andre Russell,RHB,47,47,7,2,100.0,True
175,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,37,37,5,3,100.0,True
175,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,3,0,100.0,True
176,2010,Delhi Capitals,Shikhar Dhawan,LHB,46,46,6,4,100.0,True
176,2010,Delhi Capitals,Rishabh Pant,LHB,29,29,4,3,100.0,True
176,2010,Kolkata Knight Riders,Andre Russell,RHB,54,54,7,3,100.0,True
176,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,51,51,6,3,100.0,True
176,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,41,41,4,2,100.0,True
177,2010,Chennai Super Kings,MS Dhoni,RHB,50,50,5,4,100.0,True
177,2010,Chennai Super Kings,Suresh Raina,LHB,39,39,3,1,100.0,False
177,2010,Chennai Super Kings,Ruturaj Gaikwad,RHB,41,41,3,2,100.0,True
177,2010,Delhi Capitals,Shikhar Dhawan,LHB,39,39,4,2,100.0,True
177,2010,Delhi Capitals,Rishabh Pant,LHB,36,36,4,4,100.0,False
178,2010,Kolkata Knight Riders,Andre Russell,RHB,43,43,4,2,100.0,True
178,2010,Kolkata Knight Riders,Gautam Gambhir,LHB,42,42,6,0,100.0,True
178,2010,Kolkata Knight Riders,Shreyas Iyer,RHB,28,28,3,2,100.0,False
178,2010,Royal Challengers Bangalore,Virat Kohli,RHB,32,32,2,3,100.0,True
178,2010,Royal Challengers Bangalore,AB de Villiers,RHB,25,25,2,2,100.0,True
178,2010,Royal Challengers Bangalore,Faf du Plessis,RHB,22,22,2,0,100.0,True
179,2010,Sunrisers Hyderabad,David Warner,LHB,46,46,4,5,100.0,True
179,2010,Punjab Kings,KL Rahul,RHB,56,56,9,4,100.0,True
179,2010,Punjab Kings,Chris Gayle,RHB,29,29,4,3,100.0,True
180,2010,Punjab Kings,KL Rahul,RHB,41,41,3,1,100.0,True
180,2010,Punjab Kings,Chris Gayle,RHB,26,26,4,2,100.0,True
180,2010,Delhi Capitals,Shikhar Dhawan,LHB,41,41,3,1,100.0,True
180,2010,Delhi Capitals,Rishabh Pant,LHB,29,29,3,0,100.0,True
181,2011,Mumbai Indians,Rohit Sharma,RHB,35,35,4,3,100.0,True
181,2011,Mumbai Indians,Hardik Pandya,RHB,42,42,5,2,100.0,False
181,2011,Mumbai Indians,Ishan Kishan,LHB,24,24,3,0,100.0,False
181,2011,Mumbai Indians,Quinton de Kock,LHB,21,21,2,2,100.0,True
181,2011,Rajasthan Royals,Jos Buttler,RHB,56,56,4,1,100.0,True
181,2011,Rajasthan Royals,Sanju Samson,RHB,34,34,5,3,100.0,True
182,2011,Delhi Capitals,Shikhar Dhawan,LHB,36,36,3,1,100.0,True
182,2011,Delhi Capitals,Rishabh Pant,LHB,31,31,3,2,100.0,False
182,2011,Sunrisers Hyderabad,David Warner,LHB,45,45,3,1,100.0,True
183,2011,Delhi Capitals,Shikhar Dhawan,LHB,36,36,3,3,100.0,True
183,2011,Delhi Capitals,Rishabh Pant,LHB,39,39,5,1,100.0,True
183,2011,Sunrisers Hyderabad,David Warner,LHB,35,35,4,1,100.0,True
184,2011,Sunrisers Hyderabad,David Warner,LHB,37,37,3,3,100.0,False
184,2011,Rajasthan Royals,Jos Buttler,RHB,53,53,4,1,100.0,True
184,2011,Rajasthan Royals,Sanju Samson,RHB,40,40,6,4,100.0,True
185,2011,Sunrisers Hyderabad,David Warner,LHB,52,52,5,5,100.0,False
185,2011,Mumbai Indians,Rohit Sharma,RHB,33,33,4,1,100.0,True
185,2011,Mumbai Indians,Hardik Pandya,RHB,40,40,3,4,100.0,True
185,2011,Mumbai Indians,Ishan Kishan,LHB,22,22,2,0,100.0,False
185,2011,Mumbai Indians,Quinton de Kock,LHB,17,17,2,0,100.0,False
186,2011,Kolkata Knight Riders,Andre Russell,RHB,54,54,5,3,100.0,True
186,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,34,34,5,3,100.0,False
186,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,24,24,2,1,100.0,False
186,2011,Chennai Super Kings,MS Dhoni,RHB,37,37,5,2,100.0,False
186,2011,Chennai Super Kings,Suresh Raina,LHB,39,39,5,1,100.0,False
186,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,28,28,4,2,100.0,True
187,2011,Mumbai Indians,Rohit Sharma,RHB,66,60,11,1,110.0,False
187,2011,Mumbai Indians,Hardik Pandya,RHB,43,43,6,3,100.0,True
187,2011,Mumbai Indians,Ishan Kishan,LHB,27,27,4,0,100.0,False
187,2011,Mumbai Indians,Quinton de Kock,LHB,22,22,2,0,100.0,False
187,2011,Sunrisers Hyderabad,David Warner,LHB,47,47,6,4,100.0,True
188,2011,Royal Challengers Bangalore,Virat Kohli,RHB,69,60,6,7,115.0,True
188,2011,Royal Challengers Bangalore,AB de Villiers,RHB,35,35,5,2,100.0,True
188,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,47,47,5,3,100.0,True
188,2011,Chennai Super Kings,MS Dhoni,RHB,37,37,3,2,100.0,True
188,2011,Chennai Super Kings,Suresh Raina,LHB,34,34,3,1,100.0,False
188,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,31,31,5,2,100.0,False
189,2011,Punjab Kings,KL Rahul,RHB,59,59,5,4,100.0,True
189,2011,Punjab Kings,Chris Gayle,RHB,49,49,8,3,100.0,False
189,2011,Delhi Capitals,Shikhar Dhawan,LHB,36,36,6,1,100.0,True
189,2011,Delhi Capitals,Rishabh Pant,LHB,44,44,5,1,100.0,False
190,2011,Kolkata Knight Riders,Andre Russell,RHB,65,60,10,4,108.33,False
190,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,45,45,5,2,100.0,True
190,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,34,34,4,3,100.0,True
190,2011,Royal Challengers Bangalore,Virat Kohli,RHB,37,37,5,1,100.0,True
190,2011,Royal Challengers Bangalore,AB de Villiers,RHB,27,27,4,2,100.0,False
190,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,28,28,3,1,100.0,True
191,2011,Royal Challengers Bangalore,Virat Kohli,RHB,43,43,3,1,100.0,True
191,2011,Royal Challengers Bangalore,AB de Villiers,RHB,42,42,5,1,100.0,True
191,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,19,19,2,1,100.0,True
191,2011,Rajasthan Royals,Jos Buttler,RHB,35,35,3,1,100.0,True
191,2011,Rajasthan Royals,Sanju Samson,RHB,32,32,3,2,100.0,True
192,2011,Punjab Kings,KL Rahul,RHB,39,39,4,1,100.0,False
192,2011,Punjab Kings,Chris Gayle,RHB,24,24,3,2,100.0,False
192,2011,Rajasthan Royals,Jos Buttler,RHB,29,29,2,2,100.0,False
192,2011,Rajasthan Royals,Sanju Samson,RHB,41,41,5,2,100.0,False
193,2011,Royal Challengers Bangalore,Virat Kohli,RHB,54,54,4,3,100.0,True
193,2011,Royal Challengers Bangalore,AB de Villiers,RHB,28,28,3,2,100.0,False
193,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,25,25,3,2,100.0,False
193,2011,Punjab Kings,KL Rahul,RHB,51,51,8,5,100.0,True
193,2011,Punjab Kings,Chris Gayle,RHB,30,30,4,3,100.0,True
194,2011,Punjab Kings,KL Rahul,RHB,62,60,8,4,103.33,False
194,2011,Punjab Kings,Chris Gayle,RHB,27,27,3,2,100.0,True
194,2011,Royal Challengers Bangalore,Virat Kohli,RHB,57,57,6,4,100.0,True
194,2011,Royal Challengers Bangalore,AB de Villiers,RHB,33,33,5,2,100.0,False
194,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,46,46,5,2,100.0,True
195,2011,Kolkata Knight Riders,Andre Russell,RHB,49,49,7,5,100.0,True
195,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,33,33,2,3,100.0,False
195,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,29,29,3,3,100.0,True
195,2011,Punjab Kings,KL Rahul,RHB,30,30,4,1,100.0,True
195,2011,Punjab Kings,Chris Gayle,RHB,27,27,3,3,100.0,False
196,2011,Sunrisers Hyderabad,David Warner,LHB,48,48,8,3,100.0,True
196,2011,Rajasthan Royals,Jos Buttler,RHB,35,35,4,1,100.0,True
196,2011,Rajasthan Royals,Sanju Samson,RHB,48,48,5,3,100.0,False
197,2011,Punjab Kings,KL Rahul,RHB,45,45,7,3,100.0,False
197,2011,Punjab Kings,Chris Gayle,RHB,36,36,4,1,100.0,True
197,2011,Kolkata Knight Riders,Andre Russell,RHB,43,43,4,0,100.0,True
197,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,49,49,6,3,100.0,False
197,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,45,45,3,3,100.0,True
198,2011,Rajasthan Royals,Jos Buttler,RHB,63,60,7,3,105.0,True
198,2011,Rajasthan Royals,Sanju Samson,RHB,51,51,7,3,100.0,True
198,2011,Mumbai Indians,Rohit Sharma,RHB,31,31,3,2,100.0,True
198,2011,Mumbai Indians,Hardik Pandya,RHB,42,42,6,1,100.0,True
198,2011,Mumbai Indians,Ishan Kishan,LHB,28,28,4,2,100.0,False
198,2011,Mumbai Indians,Quinton de Kock,LHB,20,20,2,2,100.0,True
199,2011,Punjab Kings,KL Rahul,RHB,43,43,5,1,100.0,True
199,2011,Punjab Kings,Chris Gayle,RHB,30,30,4,2,100.0,True
199,2011,Mumbai Indians,Rohit Sharma,RHB,57,57,5,3,100.0,True
199,2011,Mumbai Indians,Hardik Pandya,RHB,53,53,6,4,100.0,True
199,2011,Mumbai Indians,Ishan Kishan,LHB,36,36,4,1,100.0,True
199,2011,Mumbai Indians,Quinton de Kock,LHB,29,29,3,0,100.0,True
200,2011,Kolkata Knight Riders,Andre Russell,RHB,38,38,3,1,100.0,False
200,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,35,35,3,3,100.0,False
200,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,34,34,5,3,100.0,True
200,2011,Sunrisers Hyderabad,David Warner,LHB,38,38,6,3,100.0,True
201,2011,Rajasthan Royals,Jos Buttler,RHB,39,39,6,3,100.0,False
201,2011,Rajasthan Royals,Sanju Samson,RHB,39,39,4,1,100.0,True
201,2011,Chennai Super Kings,MS Dhoni,RHB,49,49,4,5,100.0,False
201,2011,Chennai Super Kings,Suresh Raina,LHB,23,23,2,2,100.0,True
201,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,28,28,4,0,100.0,True
202,2011,Mumbai Indians,Rohit Sharma,RHB,35,35,5,3,100.0,False
202,2011,Mumbai Indians,Hardik Pandya,RHB,36,36,3,3,100.0,True
202,2011,Mumbai Indians,Ishan Kishan,LHB,38,38,4,1,100.0,False
202,2011,Mumbai Indians,Quinton de Kock,LHB,20,20,1,1,100.0,True
202,2011,Kolkata Knight Riders,Andre Russell,RHB,41,41,5,0,100.0,True
202,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,41,41,4,1,100.0,True
202,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,33,33,3,1,100.0,True
203,2011,Chennai Super Kings,MS Dhoni,RHB,36,36,3,2,100.0,True
203,2011,Chennai Super Kings,Suresh Raina,LHB,39,39,4,2,100.0,True
203,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,29,29,2,3,100.0,False
203,2011,Royal Challengers Bangalore,Virat Kohli,RHB,36,36,6,1,100.0,True
203,2011,Royal Challengers Bangalore,AB de Villiers,RHB,35,35,5,3,100.0,True
203,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,36,36,5,2,100.0,True
204,2011,Mumbai Indians,Rohit Sharma,RHB,40,40,3,3,100.0,False
204,2011,Mumbai Indians,Hardik Pandya,RHB,31,31,3,3,100.0,True
204,2011,Mumbai Indians,Ishan Kishan,LHB,30,30,2,1,100.0,True
204,2011,Mumbai Indians,Quinton de Kock,LHB,22,22,2,1,100.0,True
204,2011,Royal Challengers Bangalore,Virat Kohli,RHB,41,41,5,1,100.0,False
204,2011,Royal Challengers Bangalore,AB de Villiers,RHB,27,27,4,1,100.0,False
204,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,35,35,3,0,100.0,True
205,2011,Royal Challengers Bangalore,Virat Kohli,RHB,36,36,3,2,100.0,False
205,2011,Royal Challengers Bangalore,AB de Villiers,RHB,37,37,3,2,100.0,True
205,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,30,30,4,1,100.0,True
205,2011,Rajasthan Royals,Jos Buttler,RHB,57,57,7,5,100.0,True
205,2011,Rajasthan Royals,Sanju Samson,RHB,36,36,5,2,100.0,True
206,2011,Kolkata Knight Riders,Andre Russell,RHB,54,54,9,4,100.0,True
206,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,29,29,4,2,100.0,True
206,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,32,32,3,1,100.0,False
206,2011,Mumbai Indians,Rohit Sharma,RHB,48,48,7,5,100.0,True
206,2011,Mumbai Indians,Hardik Pandya,RHB,23,23,2,0,100.0,True
206,2011,Mumbai Indians,Ishan Kishan,LHB,21,21,2,1,100.0,False
206,2011,Mumbai Indians,Quinton de Kock,LHB,13,13,1,0,100.0,True
207,2011,Kolkata Knight Riders,Andre Russell,RHB,35,35,5,3,100.0,True
207,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,27,27,2,0,100.0,True
207,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,2,0,100.0,True
207,2011,Royal Challengers Bangalore,Virat Kohli,RHB,41,41,5,1,100.0,True
207,2011,Royal Challengers Bangalore,AB de Villiers,RHB,42,42,6,1,100.0,True
207,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,41,41,6,0,100.0,True
208,2011,Rajasthan Royals,Jos Buttler,RHB,44,44,5,1,100.0,False
208,2011,Rajasthan Royals,Sanju Samson,RHB,44,44,6,4,100.0,False
208,2011,Sunrisers Hyderabad,David Warner,LHB,42,42,6,2,100.0,True
209,2011,Delhi Capitals,Shikhar Dhawan,LHB,64,60,8,6,106.67,True
209,2011,Delhi Capitals,Rishabh Pant,LHB,39,39,4,3,100.0,True
209,2011,Rajasthan Royals,Jos Buttler,RHB,58,58,8,6,100.0,True
209,2011,Rajasthan Royals,Sanju Samson,RHB,27,27,4,2,100.0,True
210,2011,Delhi Capitals,Shikhar Dhawan,LHB,64,60,5,4,106.67,False
210,2011,Delhi Capitals,Rishabh Pant,LHB,34,34,5,0,100.0,True
210,2011,Royal Challengers Bangalore,Virat Kohli,RHB,54,54,7,1,100.0,True
210,2011,Royal Challengers Bangalore,AB de Villiers,RHB,32,32,5,3,100.0,True
210,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,28,28,4,1,100.0,True
211,2011,Rajasthan Royals,Jos Buttler,RHB,45,45,7,0,100.0,True
211,2011,Rajasthan Royals,Sanju Samson,RHB,38,38,3,1,100.0,True
211,2011,Chennai Super Kings,MS Dhoni,RHB,57,57,7,6,100.0,False
211,2011,Chennai Super Kings,Suresh Raina,LHB,48,48,8,2,100.0,False
211,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,31,31,3,0,100.0,True
212,2011,Delhi Capitals,Shikhar Dhawan,LHB,31,31,5,2,100.0,True
212,2011,Delhi Capitals,Rishabh Pant,LHB,46,46,4,1,100.0,True
212,2011,Sunrisers Hyderabad,David Warner,LHB,40,40,6,4,100.0,True
213,2011,Royal Challengers Bangalore,Virat Kohli,RHB,64,60,10,3,106.67,True
213,2011,Royal Challengers Bangalore,AB de Villiers,RHB,30,30,4,1,100.0,True
213,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,30,30,4,1,100.0,True
213,2011,Rajasthan Royals,Jos Buttler,RHB,68,60,7,4,113.33,True
213,2011,Rajasthan Royals,Sanju Samson,RHB,41,41,6,4,100.0,True
214,2011,Sunrisers Hyderabad,David Warner,LHB,53,53,8,3,100.0,False
214,2011,Royal Challengers Bangalore,Virat Kohli,RHB,58,58,6,2,100.0,True
214,2011,Royal Challengers Bangalore,AB de Villiers,RHB,37,37,6,1,100.0,False
214,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,24,24,2,0,100.0,False
215,2011,Sunrisers Hyderabad,David Warner,LHB,43,43,5,4,100.0,True
215,2011,Kolkata Knight Riders,Andre Russell,RHB,40,40,4,2,100.0,False
215,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,32,32,2,3,100.0,True
215,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,22,22,2,2,100.0,True
216,2011,Delhi Capitals,Shikhar Dhawan,LHB,49,49,6,3,100.0,True
216,2011,Delhi Capitals,Rishabh Pant,LHB,41,41,4,4,100.0,True
216,2011,Chennai Super Kings,MS Dhoni,RHB,27,27,3,1,100.0,True
216,2011,Chennai Super Kings,Suresh Raina,LHB,33,33,4,3,100.0,True
216,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,27,27,3,2,100.0,False
217,2011,Chennai Super Kings,MS Dhoni,RHB,36,36,6,1,100.0,False
217,2011,Chennai Super Kings,Suresh Raina,LHB,27,27,4,1,100.0,True
217,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,27,27,3,0,100.0,True
217,2011,Royal Challengers Bangalore,Virat Kohli,RHB,41,41,7,4,100.0,True
217,2011,Royal Challengers Bangalore,AB de Villiers,RHB,27,27,3,1,100.0,True
217,2011,Royal Challengers Bangalore,Faf du Plessis,RHB,39,39,3,4,100.0,True
218,2011,Kolkata Knight Riders,Andre Russell,RHB,69,60,9,3,115.0,False
218,2011,Kolkata Knight Riders,Gautam Gambhir,LHB,40,40,5,4,100.0,False
218,2011,Kolkata Knight Riders,Shreyas Iyer,RHB,35,35,4,1,100.0,True
218,2011,Mumbai Indians,Rohit Sharma,RHB,55,55,5,2,100.0,True
218,2011,Mumbai Indians,Hardik Pandya,RHB,41,41,6,1,100.0,True
218,2011,Mumbai Indians,Ishan Kishan,LHB,26,26,4,2,100.0,True
218,2011,Mumbai Indians,Quinton de Kock,LHB,16,16,1,1,100.0,True
219,2011,Sunrisers Hyderabad,David Warner,LHB,53,53,9,3,100.0,True
219,2011,Punjab Kings,KL Rahul,RHB,37,37,5,0,100.0,False
219,2011,Punjab Kings,Chris Gayle,RHB,26,26,2,1,100.0,False
220,2011,Delhi Capitals,Shikhar Dhawan,LHB,27,27,2,0,100.0,False
220,2011,Delhi Capitals,Rishabh Pant,LHB,25,25,4,1,100.0,True
220,2011,Rajasthan Royals,Jos Buttler,RHB,42,42,4,1,100.0,True
220,2011,Rajasthan Royals,Sanju Samson,RHB,30,30,3,3,100.0,True
221,2011,Chennai Super Kings,MS Dhoni,RHB,52,52,9,1,100.0,True
221,2011,Chennai Super Kings,Suresh Raina,LHB,31,31,4,0,100.0,True
221,2011,Chennai Super Kings,Ruturaj Gaikwad,RHB,29,29,4,2,100.0,True
221,2011,Punjab Kings,KL Rahul,RHB,40,40,4,1,100.0,True
